,source_name,source_link,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,fatality_count,injury_count,event_import_source,event_import_id,admin_division_name,admin_division_population,longitude,latitude,Country_Name,event_year,event_month,event_week,event_day,event_date_hour,event_date_minute
7273,3179,5641,5267,2,5,3,1,0,0,1,5279,756,4042,146,-41,7,2013,8,32,5,11,30
7274,2429,1253,3787,7,5,3,1,3,0,1,1163,228,3200000,103,36,26,2009,9,38,14,5,50
7275,2742,5747,6284,6,5,3,1,0,0,1,3702,215,0,81,29,86,2011,7,26,2,0,0
7276,1045,0,5106,0,5,3,3,0,0,1,8003,552,4154,-123,43,134,2016,1,3,22,0,15
7277,1926,411,1429,7,5,3,1,0,0,1,2389,807,2000,79,30,56,2010,9,35,4,0,0
7278,1754,216,2387,0,5,3,1,9,0,1,1044,255,1171633,106,26,26,2009,7,27,1,0,0
7279,1908,2949,3154,6,5,11,1,0,0,1,1002,14,2250,-148,60,134,2009,4,15,11,0,0
7280,2533,4974,5523,1,5,3,1,0,0,1,2839,833,54144,-122,47,134,2010,12,49,12,23,0
7281,508,3305,4094,4,5,13,1,0,0,1,6313,128,9652,123,10,98,2014,9,38,17,9,0
7282,783,3941,227,0,6,3,2,0,0,1,7855,833,23025,-122,47,134,2016,1,3,21,9,0
7283,71,2077,7577,0,5,13,1,0,0,1,54,527,27949,179,-16,41,2007,4,14,5,0,0
7284,3084,4142,3750,1,5,10,1,0,0,1,4787,109,3314,-122,39,134,2013,3,13,25,0,0
7285,2275,986,6464,1,6,3,1,0,0,1,2303,77,0,115,39,26,2010,8,33,21,15,0
7286,2113,742,2986,6,5,3,2,0,0,1,3776,40,26912,93,27,56,2011,7,28,15,18,0
7287,2495,4825,5313,7,5,11,1,0,0,1,3006,552,1777,-123,45,134,2011,1,2,15,0,0
7288,1045,0,5075,0,5,3,3,0,0,1,8561,552,2033,-123,44,134,2012,11,47,19,15,32
7289,2046,673,8661,6,5,3,1,0,0,1,2318,852,9652,123,10,98,2010,8,34,24,23,0
7290,1732,2331,6365,6,5,3,1,0,0,1,4443,207,0,-1,55,133,2012,6,26,29,0,0
7291,3110,4542,6238,4,6,3,1,0,0,1,5474,109,1502,-116,33,134,2013,9,36,6,0,0
7292,1453,1828,7975,6,5,1,0,6,21,1,6946,255,0,104,27,26,2015,6,25,17,23,0
7293,1045,0,7462,0,5,3,3,0,0,1,8767,552,3465,-123,44,134,2011,9,38,22,13,6
7294,1320,2843,4787,1,5,3,1,0,0,1,8752,507,2494,151,-33,7,2016,6,25,21,0,0
7295,2951,2018,4480,6,5,3,1,0,0,1,1566,843,3572,-80,38,134,2010,3,10,13,0,0
7296,1547,6501,2950,7,8,3,1,0,0,1,7567,762,6945,-83,35,134,2012,1,4,29,9,0
7297,3042,3521,5628,6,6,11,1,0,0,1,4866,516,7848,-82,35,134,2013,5,20,15,0,0
7298,2340,4372,2235,0,5,3,1,0,0,1,2169,357,0,73,35,93,2010,7,30,29,0,0
7299,571,5759,2390,7,5,3,1,3,0,1,6523,453,5427,82,28,86,2014,8,33,12,3,30
7300,1972,552,5771,6,5,3,0,22,0,1,3479,249,0,110,25,26,2011,5,19,9,13,30
7301,2401,1122,380,2,5,3,1,0,0,1,1616,57,17209,48,40,9,2010,4,14,5,18,0
7302,3081,4059,2342,1,6,3,1,0,0,1,5519,300,485,-115,43,134,2013,9,37,12,0,0
7303,604,3712,5528,0,8,11,2,0,0,1,6271,512,3530,-4,54,60,2014,10,42,16,23,0
7304,1045,0,5071,0,5,3,3,0,0,1,8319,552,4584,-123,44,134,2014,3,13,28,14,35
7305,795,4169,1967,0,6,11,2,0,0,1,6234,109,6871,-120,38,134,2014,9,39,27,0,0
7306,1681,78,1147,6,5,3,1,0,0,1,5305,199,0,34,1,130,2013,8,32,10,3,0
7307,1045,0,7382,0,5,3,3,0,0,1,8356,552,8466,-124,44,134,2014,3,10,5,13,28
7308,890,4350,1411,6,5,0,1,5,3,1,9368,751,36280,-5,35,83,2016,3,10,8,0,0
7309,2662,5358,1048,2,5,13,1,0,0,1,2620,165,0,120,16,98,2010,10,42,18,23,0
7310,2301,1016,8131,1,5,3,1,0,0,1,1730,627,456456,-43,-22,17,2010,4,14,6,0,0
7311,1779,2441,3284,1,5,3,1,0,0,1,2404,796,19151,114,4,18,2010,9,36,9,0,0
7312,1804,2534,8060,6,6,3,2,0,0,1,1451,605,3268513,-73,45,24,2010,1,4,25,18,0
7313,2688,5454,2010,4,0,3,1,4,0,1,813,839,91845,106,-6,57,2008,9,39,24,0,0
7314,3111,4548,1814,0,5,11,1,0,0,2,4798,39,0,96,28,56,2013,4,14,7,0,0
7315,2526,4950,768,6,5,3,1,0,0,1,2925,201,0,125,10,98,2011,1,52,2,0,0
7316,3049,3632,7214,1,6,3,1,0,0,1,5398,28,24460,-70,-22,25,2013,8,34,25,4,0
7317,2113,761,6556,0,5,3,0,21,0,1,3909,701,21446,68,26,93,2011,8,32,11,23,0
7318,2270,972,2108,6,6,3,1,0,0,1,4491,109,51367,-116,34,134,2012,8,33,17,0,0
7319,667,6736,822,1,5,3,1,0,0,1,7397,201,189090,124,11,98,2011,3,11,19,0,0
7320,2850,1919,2188,6,6,11,4,46,0,1,4708,869,0,104,27,26,2013,1,2,11,9,0
7321,1804,2533,7254,2,8,3,1,0,0,1,2754,93,4738,-121,49,24,2010,11,47,26,15,0
7322,337,2811,3157,1,5,3,1,0,0,1,9434,207,4971,-2,50,133,2016,4,16,18,0,0
7323,1045,0,4996,0,5,3,3,0,0,1,8498,552,4864,-122,45,134,2013,1,1,3,8,21
7324,692,3913,6640,1,5,1,1,3,0,1,7337,14,8881,-135,57,134,2015,8,34,18,10,0
7325,2197,3864,8482,6,5,3,1,2,0,1,4026,472,1965,-10,52,59,2011,10,43,24,0,0
7326,1045,0,7531,0,5,3,3,0,0,1,8183,552,9477,-123,46,134,2015,3,13,25,14,42
7327,1149,6729,3065,4,5,3,1,0,0,1,111,343,7317,75,33,56,2007,7,27,2,0,0
7328,1980,586,6694,4,5,3,1,0,0,1,5657,613,0,108,14,138,2013,11,47,22,6,0
7329,572,3664,3309,6,5,3,1,2,0,1,2138,282,173503,77,31,56,2010,7,29,25,9,0
7330,2603,5199,359,0,5,11,1,0,0,1,907,3,0,96,4,57,2008,11,48,26,0,0
7331,3192,1783,7067,4,5,3,1,0,0,1,4896,656,2830,12,47,8,2013,6,22,2,0,0
7332,2405,4632,4390,2,5,11,2,0,0,1,171,756,1035,145,-41,7,2007,8,32,10,0,0
7333,2653,5334,8814,6,5,11,1,0,0,1,4640,207,1817,-2,52,133,2012,11,48,28,0,0
7334,382,378,6400,6,5,1,1,0,0,1,7388,434,30418,94,24,56,2015,8,31,1,0,0
7335,3080,4046,465,4,6,3,1,0,0,1,5042,804,9796,-111,40,134,2013,7,27,6,23,0
7336,1045,0,4903,0,5,3,3,0,0,1,8296,552,1795,-122,43,134,2014,9,39,24,19,40
7337,2440,4663,5798,4,5,3,2,0,0,1,2786,592,10000,-61,10,127,2010,12,49,7,0,0
7338,1657,25,1522,2,0,3,2,0,0,1,2881,109,53104,-117,34,134,2010,12,51,22,0,0
7339,1544,6494,1616,1,8,11,2,0,0,1,7520,571,5951,-80,40,134,2016,2,8,24,23,0
7340,1112,4886,2249,6,5,11,2,0,0,1,6390,109,44199,-116,33,134,2014,11,47,21,3,23
7341,2924,6462,8293,1,5,3,2,0,0,1,3413,545,296943,-84,39,134,2011,4,17,25,20,0
7342,3106,4473,7943,6,6,3,1,0,0,1,5421,539,33748,94,26,56,2013,8,35,30,0,0
7343,562,5112,2335,1,5,1,4,0,0,1,9046,843,2444,-80,37,134,2016,7,27,7,0,0
7344,69,1092,754,6,5,3,1,0,0,1,2924,201,2276,125,10,98,2011,1,52,2,0,0
7345,711,3978,7353,2,8,3,1,0,1,1,9586,157,3609,-105,39,134,2016,2,8,23,0,0
7346,904,1070,7273,0,8,3,2,0,0,1,9121,571,305704,-79,40,134,2015,12,52,27,0,0
7347,2744,5848,5247,1,5,3,2,0,0,1,3200,545,4278,-80,39,134,2011,3,10,11,8,0
7348,1351,5938,3026,6,5,3,1,1,0,1,5839,123,1288084,110,-7,57,2014,2,6,4,0,0
7349,2584,5129,2495,7,0,13,1,0,0,1,2611,594,132351,-82,23,30,2010,10,42,18,0,0
7350,1045,0,5141,0,5,3,3,0,0,1,8780,552,2514,-123,42,134,2011,5,17,1,9,18
7351,1045,0,5047,0,5,3,3,0,0,1,8023,552,2033,-123,44,134,2015,12,52,24,21,32
7352,1954,3067,2637,6,6,3,1,0,0,1,3652,93,2587,-121,55,24,2011,6,25,25,0,0
7353,2919,1993,2710,0,5,11,0,18,0,1,3731,685,0,108,34,26,2011,7,27,5,10,40
7354,302,2718,3951,1,5,3,2,0,0,1,7585,439,1888,-79,39,134,2016,1,53,2,0,0
7356,1782,2480,3305,6,5,3,1,0,0,1,4513,282,9158,76,32,56,2012,8,34,24,0,0
7357,2456,607,5565,6,5,11,1,1,0,1,3730,846,1278,102,18,7,2011,7,27,5,0,0
7358,2429,1255,1308,6,5,11,1,1,0,1,1292,110,8011,13,40,62,2009,11,46,10,0,0
7359,1045,0,5034,0,5,3,3,0,0,1,8025,552,20078,-122,42,134,2015,12,52,24,13,41
7360,1045,0,5139,0,5,3,3,0,0,1,8254,552,2514,-123,42,134,2014,12,51,21,6,20
7361,2887,6330,8253,0,5,3,2,0,0,1,2530,439,10519,-76,38,134,2010,10,39,1,15,0
7362,459,3135,5810,7,5,11,1,0,0,1,23,844,42284,177,-18,41,2007,2,6,11,0,0
7363,2709,5557,3110,6,5,3,0,10,0,1,4521,247,1333973,116,23,26,2012,8,35,29,0,0
7364,304,0,1960,0,5,1,1,0,0,1,6096,148,5827,-84,12,88,2014,6,26,23,0,0
7365,2688,5462,5418,0,5,3,0,10,0,1,3377,192,22871,112,-7,57,2011,4,15,17,12,0
7366,941,4733,8236,2,5,11,1,0,0,1,7517,135,6089,-92,17,80,2015,9,37,12,0,0
7367,2402,1141,4504,2,5,8,4,0,0,1,4508,53,725000,73,34,93,2012,8,34,23,0,0
7368,263,2575,489,0,8,13,1,2,0,1,7623,25,0,116,31,26,2015,8,33,12,0,0
7369,3143,5061,2155,2,5,3,1,4,0,1,5639,345,432149,7,12,89,2013,11,46,14,10,30
7370,1205,5333,6488,6,5,11,2,0,0,1,36,207,3371,-2,52,133,2007,3,11,14,0,0
7371,2604,5204,6445,4,5,3,1,0,0,1,1897,471,0,44,42,44,2010,5,21,24,23,0
7372,2457,4713,4013,1,6,3,1,0,0,1,1565,505,9916,-74,41,134,2010,3,10,13,23,0
7373,1056,4150,5542,4,5,3,1,1,2,1,6679,103,39361,-88,13,39,2014,4,17,21,15,0
7374,1402,1618,527,7,6,3,1,1,0,1,6113,622,1800,102,51,104,2014,6,26,28,9,0
7375,52,6412,8769,0,5,4,1,0,0,1,6392,486,9246,137,36,65,2014,11,47,22,22,0
7376,2094,3503,595,6,6,3,2,0,0,1,1404,833,103019,-122,47,134,2010,1,2,16,9,0
7377,2889,6350,3861,4,5,13,1,1,0,1,4599,504,1213,-71,44,134,2012,10,44,30,0,0
7378,2664,1634,5653,1,6,3,1,1,0,1,1317,833,19038,-123,48,134,2009,11,47,20,0,0
7379,2301,1016,2014,1,5,3,1,0,0,1,1674,627,6023699,-43,-22,17,2010,4,14,6,0,0
7380,2061,3402,2270,4,5,3,1,1,0,1,2730,613,0,108,15,138,2010,11,46,16,0,0
7381,1492,5115,4818,0,0,13,1,0,0,1,229,47,6315,-84,13,88,2007,9,36,4,0,0
7382,2142,3680,6251,2,5,3,1,0,0,1,1749,12,14448,-84,9,28,2010,4,15,14,0,0
7383,2307,4262,5235,4,5,11,0,0,0,1,3880,456,2402,120,12,98,2011,8,31,4,0,0
7384,1045,0,7369,0,5,3,3,0,0,1,8054,552,2033,-124,44,134,2015,12,52,27,23,23
7385,2561,5058,5826,2,5,11,1,0,0,1,452,343,7317,75,33,56,2008,2,7,13,0,0
7386,1710,1109,4246,6,2,1,1,0,0,1,7639,634,19294,116,6,78,2015,4,15,10,0,0
7387,2334,4327,1199,4,5,3,1,1,0,1,2232,199,0,34,1,130,2010,8,32,11,0,0
7388,1045,0,7444,0,5,3,3,0,0,1,8474,552,1035,-123,45,134,2013,5,21,23,3,31
7389,3056,3697,7137,2,5,3,1,0,0,1,5574,128,4613,122,9,98,2013,10,40,5,18,0
7390,2584,5130,8601,4,5,13,1,0,0,1,2649,422,57342,94,19,84,2010,10,42,23,0,0
7391,1825,2642,6900,2,5,11,1,0,0,1,4368,746,86406,120,23,123,2012,5,22,28,8,0
7392,1728,2314,3459,2,6,3,1,0,0,1,2700,737,12422,99,9,126,2010,11,44,4,0,0
7393,2719,5611,4056,6,5,3,1,0,0,1,1154,282,8341,77,32,56,2009,9,37,10,0,0
7394,3130,4817,6025,6,5,3,2,0,0,1,5319,843,5366,-80,39,134,2013,8,33,13,15,0
7396,1476,6226,4670,6,5,11,1,2,0,1,4206,299,0,105,20,138,2012,2,7,16,8,0
7397,2277,987,1540,6,5,4,1,0,0,1,5150,438,26550,174,-41,87,2013,7,29,21,0,0
7399,1423,6188,5550,6,6,1,2,0,0,1,7249,282,173503,77,31,56,2015,7,29,13,0,0
7400,1645,6659,20,6,5,3,0,2,0,1,5897,343,7317,75,33,56,2014,2,8,23,18,0
7401,1964,511,7927,6,5,11,1,7,0,1,3968,860,0,83,43,26,2011,9,36,9,2,0
7403,2873,1956,2709,2,5,3,1,0,0,1,2544,298,0,105,18,138,2010,10,40,4,0,0
7404,1406,6796,5924,1,2,3,1,0,0,1,8111,843,2051,-80,38,134,2016,6,25,24,0,0
7405,2453,4701,2121,6,5,11,2,0,0,1,1262,851,67269,30,0,130,2009,10,42,15,0,0
7406,3162,5370,6825,1,6,3,1,0,0,1,5115,804,1626,-111,38,134,2013,7,29,16,23,0
7407,2258,4127,8421,6,6,3,1,1,0,1,2761,185,0,-66,10,137,2010,11,47,27,0,0
7408,1811,2568,8604,7,5,13,1,0,0,1,2630,165,6819,121,16,98,2010,10,42,18,0,0
7409,2258,4141,3690,6,5,3,1,2,0,1,1177,596,4563,-70,19,35,2009,9,38,20,0,0
7410,2864,6297,5345,2,6,11,2,0,0,1,932,109,3249,-119,34,134,2008,12,51,15,0,0
7411,3186,5783,2303,7,5,3,1,0,0,1,5297,453,0,83,27,86,2013,8,32,8,23,0
7412,3181,5664,3282,6,5,3,1,1,0,1,5120,634,19294,116,5,78,2013,7,29,16,0,0
7413,2642,1605,8252,0,6,3,1,0,0,1,2852,833,22707,-122,47,134,2010,12,50,13,5,0
7414,2360,4415,8799,2,5,3,1,0,0,1,2092,215,23416,80,29,86,2010,7,28,17,0,0
7415,2495,4825,5312,7,5,11,1,0,0,1,3233,552,2151,-123,45,134,2011,3,11,15,0,0
7416,814,226,3770,1,0,3,4,0,0,1,8334,14,1713,-136,58,134,2016,6,26,28,8,21
7417,2427,1208,395,7,5,3,1,4,0,1,793,512,4172,44,41,44,2008,9,38,18,0,0
7419,1416,5379,1118,0,5,5,0,0,0,1,9153,507,4537,149,-36,7,2016,1,1,4,0,0
7420,818,954,5919,6,5,3,1,0,0,1,1362,399,4842,-76,-11,97,2009,2,8,16,0,0
7421,248,294,5669,0,7,4,1,0,0,1,7644,430,170326,-80,-1,37,2016,4,15,17,0,0
7422,1914,2963,4541,6,5,3,1,0,0,1,2343,539,92113,94,25,56,2010,8,34,27,16,30
7423,530,689,3436,6,8,6,2,0,0,1,7576,93,6292,-119,49,24,2016,2,7,15,0,0
7424,2429,1227,4119,4,5,11,0,7,0,1,483,249,100996,108,21,26,2008,3,12,22,0,0
7425,3187,5810,1479,2,5,11,1,0,4,1,5617,24,874587,80,16,56,2013,10,43,25,0,0
7426,1752,214,3936,6,5,11,1,1,0,1,1313,572,39595,100,4,78,2009,11,47,19,0,0
7427,2533,4978,7838,1,5,3,1,0,0,1,1399,833,70180,-122,47,134,2010,1,2,14,3,47
7428,2258,4124,8647,6,6,3,1,2,0,1,2558,91,1519,-74,5,27,2010,10,40,7,0,15
7429,1748,209,7148,2,5,11,1,0,0,1,3904,518,1744,-103,47,134,2011,8,32,9,0,0
7430,1148,5100,7882,2,6,3,1,0,0,1,6448,109,11312,-119,38,134,2014,8,32,6,19,20
7431,2429,1239,7976,4,5,3,0,0,0,1,619,695,0,103,31,26,2008,6,27,30,0,0
7432,809,4178,8556,4,5,3,1,0,0,1,7443,204,1160,-86,13,53,2015,6,24,9,0,0
7433,1289,5581,4642,0,6,11,1,0,0,1,3619,512,1464,88,27,56,2011,6,24,17,19,30
7434,1676,2163,4764,6,5,3,0,182,0,1,2208,343,37475,77,34,56,2010,8,31,6,0,15
7435,1557,6532,6021,6,6,11,2,0,0,1,6028,828,7042,-79,37,134,2014,5,20,16,0,0
7436,2338,4363,4550,2,5,3,1,0,0,1,3683,539,92113,94,25,56,2011,7,26,1,0,0
7437,1629,1259,2154,2,5,11,1,12,0,1,7894,296,0,105,23,138,2015,8,34,22,19,0
7439,631,1367,8676,2,6,13,1,3,0,1,9536,338,0,120,22,123,2016,9,39,29,15,0
7440,573,5826,4599,6,5,11,1,0,0,1,9619,699,1147,88,27,56,2016,10,41,15,0,0
7441,1045,0,5101,0,5,3,3,0,0,1,8165,552,9253,-120,44,134,2015,10,42,16,8,24
7442,1064,4869,4843,6,5,3,1,0,0,1,7450,158,0,-79,9,94,2015,9,37,7,0,0
7443,362,2893,4721,6,6,11,2,0,0,1,6185,804,5389,-111,39,134,2014,7,31,28,16,0
7444,524,3258,8610,0,6,11,2,0,0,1,6833,843,1090,-81,37,134,2015,3,10,4,0,0
7445,1045,0,4914,0,5,3,3,0,0,1,8257,552,1795,-122,43,134,2014,12,51,20,23,10
7446,2485,4812,5667,6,5,3,1,0,0,1,1911,556,1200,170,-45,87,2010,5,21,29,2,0
7447,770,3861,8708,6,8,3,2,0,0,1,6803,207,4361,0,51,133,2015,2,9,27,0,0
7448,1999,3123,8606,4,0,3,1,0,0,1,2750,527,27949,179,-16,41,2010,11,47,26,23,0
7449,2307,4249,6500,7,5,3,1,0,0,1,1902,165,0,120,16,98,2010,5,21,26,23,0
7450,811,4143,2618,0,6,3,2,0,0,1,6478,109,2359,-122,39,134,2014,12,50,11,9,0
7451,1916,3014,2062,4,5,11,1,2,0,1,6165,215,23416,80,29,86,2014,7,29,20,0,0
7452,1641,6626,2639,2,5,11,2,0,0,1,4883,552,14546,-122,45,134,2013,5,22,29,0,30
7453,1916,3038,1824,6,5,8,1,2,0,1,7318,851,200000,83,28,86,2015,7,31,30,0,0
7454,2953,6578,1667,1,5,3,1,0,0,1,4351,843,2892,-81,37,134,2012,5,18,5,0,0
7455,3020,3010,1132,6,5,1,1,0,0,1,5472,199,22084,87,26,86,2013,9,36,6,23,0
7456,2585,1538,8818,2,5,3,0,0,0,1,4813,473,4661,37,0,69,2013,4,16,20,0,0
7457,2569,5085,8074,4,5,3,1,0,0,1,3430,274,61696,176,-40,87,2011,4,17,27,0,0
7458,1939,429,815,2,5,3,1,0,0,1,5162,851,23693,83,27,86,2013,7,30,22,0,0
7459,2857,1928,8225,6,6,3,0,0,0,1,7893,871,3155,24,48,131,2016,6,25,26,19,0
7460,616,3644,7037,0,5,3,0,15,0,1,6935,199,22903,87,27,86,2015,6,24,10,23,0
7461,442,3149,8052,6,5,3,1,2,3,1,6552,282,1495,77,31,56,2014,8,35,26,0,0
7462,1653,2084,8557,6,5,3,1,0,0,1,2381,822,1100,147,-36,7,2010,9,35,4,0,0
7463,2301,1016,3158,6,6,3,1,0,0,1,1725,627,456456,-43,-22,17,2010,4,14,6,0,0
7464,765,878,4617,7,8,3,2,1,0,1,7646,851,0,84,28,86,2016,4,16,18,0,0
7465,2745,5868,7885,1,5,3,0,11,0,1,4101,123,92990,109,-7,57,2011,12,50,18,0,0
7466,2429,1228,7969,4,5,11,1,0,0,1,496,290,0,110,30,26,2008,4,15,11,22,30
7467,1045,0,7529,0,5,3,3,0,0,1,8255,552,532,-123,46,134,2014,12,51,21,5,43
7468,643,3605,5861,6,5,11,2,0,0,1,7591,43,55290,92,25,56,2015,3,12,19,0,0
7469,1045,0,5135,0,5,3,3,0,0,1,8779,552,2514,-123,43,134,2011,5,18,3,18,48
7470,1862,2749,1634,1,5,3,1,0,0,1,1591,11,2264,-87,34,134,2010,3,12,25,8,0
7471,2271,977,3544,1,5,11,2,0,0,1,3791,529,3893,125,7,98,2011,7,28,16,20,0
7472,1400,1585,216,6,6,1,1,0,0,1,5931,833,1347,-121,48,134,2014,3,10,6,12,0
7473,3169,5488,6753,1,6,3,1,0,0,1,5434,804,7979,-111,39,134,2013,9,36,2,20,30
7474,3089,4204,904,1,5,11,1,0,0,1,4891,834,3855,174,-41,87,2013,6,22,1,4,30
7475,3086,4181,7340,6,6,3,2,0,0,1,4986,855,1418,-91,44,134,2013,6,26,26,17,0
7477,924,0,2322,1,6,11,2,0,0,1,7344,516,7848,-82,35,134,2015,10,40,2,0,0
7478,2101,3522,1426,7,5,3,1,0,0,2,2047,282,1495,78,32,56,2010,7,27,7,0,0
7479,1149,6748,6503,7,6,3,1,0,0,1,87,695,0,102,28,26,2007,6,24,11,0,0
7480,2742,5746,524,0,5,11,1,2,0,1,3688,851,91733,83,27,86,2011,7,26,1,0,0
7481,2360,4421,6513,6,5,3,1,0,0,1,2393,851,21867,83,27,86,2010,9,35,4,9,0
7482,1011,4709,5951,6,5,1,2,0,0,1,7110,807,13865,79,30,56,2015,4,18,30,0,0
7483,2068,3440,6355,1,6,3,1,3,0,1,4054,696,1473,15,38,62,2011,11,47,22,0,0
7484,259,1310,1890,4,6,12,0,0,0,1,9179,859,0,84,44,26,2016,6,23,6,23,0
7485,2844,6246,2558,6,6,3,2,0,0,1,4285,109,1729,-123,39,134,2012,3,13,27,16,45
7486,1703,156,2304,6,5,3,0,0,0,1,5441,40,18425,94,28,56,2013,9,36,2,0,0
7487,1045,0,4876,0,5,3,3,0,0,1,8707,552,4561,-123,44,134,2012,1,3,19,14,35
7488,508,3305,8764,4,8,13,1,0,0,1,6312,128,798634,123,10,98,2014,9,38,17,0,0
7489,2207,912,6566,4,6,13,1,0,0,1,1081,746,16597,120,23,123,2009,8,33,10,0,0
7490,355,2872,7989,7,6,11,1,14,0,1,6131,869,0,99,25,26,2014,7,28,9,2,0
7491,2747,5918,6182,1,5,11,1,4,0,1,4615,839,150932,107,-7,57,2012,11,46,18,0,0
7492,1575,6587,989,6,5,1,2,0,0,1,7129,460,9486,-88,30,134,2015,4,17,20,0,0
7493,200,2478,4754,1,5,1,1,2,6,1,9232,463,2537,93,23,56,2016,7,30,28,23,0
7494,1241,6067,8520,7,5,1,1,0,0,1,4685,763,21044,103,4,78,2012,12,52,26,3,0
7495,3255,6651,6947,4,5,3,0,8,0,1,4582,475,615222,44,13,139,2012,10,40,5,0,0
7496,1560,6540,7537,2,8,3,1,0,0,1,9253,516,18228,-81,35,134,2016,1,4,28,9,45
7497,2324,4300,4496,6,2,11,2,0,0,1,927,207,1878,-3,50,133,2008,12,50,13,0,0
7498,766,893,3237,6,5,3,1,0,0,1,9064,833,2344,-122,46,134,2015,12,51,15,23,0
7499,796,4189,1596,1,6,3,2,0,0,1,6533,349,777,-82,37,134,2014,8,34,18,0,0
7500,1196,5278,4706,2,2,3,1,0,0,1,7909,833,3324,-121,48,134,2013,5,22,31,9,0
7501,2066,3429,1792,7,5,3,1,0,0,1,4555,343,80447,75,32,56,2012,9,37,15,0,0
7502,436,1872,2055,6,5,11,1,0,0,1,6334,233,0,74,36,93,2014,9,37,11,23,0
7503,2767,1715,6697,1,5,3,0,1,0,1,4434,43,2000,91,26,56,2012,6,26,25,18,0
7504,2747,5912,3006,6,5,3,1,0,0,1,4131,839,0,108,-7,57,2012,1,1,6,9,0
7505,2397,1105,7945,1,5,13,1,0,0,1,3982,310,20144,141,39,65,2011,9,38,21,23,0
7506,2361,4464,8690,6,5,3,1,0,0,1,4380,597,24071,100,5,78,2012,6,22,2,0,0
7507,2094,3505,262,1,6,3,2,0,0,1,3218,833,2826,-122,47,134,2011,3,11,14,19,30
7508,1736,187,4049,6,5,3,1,2,0,1,1090,79,123797,88,26,56,2009,8,33,16,0,0
7509,1665,2140,6642,6,6,3,1,0,0,2,4074,14,8881,-135,57,134,2011,12,48,1,0,0
7510,2878,6312,6010,6,4,2,1,0,0,1,947,762,5934,-84,35,134,2008,12,52,22,8,0
7511,2942,6536,1240,6,8,3,1,0,0,1,1039,516,3776,-81,35,134,2009,6,25,19,0,0
7512,1045,0,2864,0,5,3,3,0,0,1,8211,552,1615,-123,42,134,2015,2,6,6,9,1
7513,1870,2795,347,1,6,3,1,3,0,1,2671,795,10023,10,44,62,2010,10,43,31,23,0
7514,1824,2627,1924,0,6,3,1,0,0,1,2639,265,0,109,19,26,2010,10,42,18,0,0
7515,445,3164,8068,4,5,12,2,0,0,1,6752,706,6729,23,41,19,2015,2,6,6,0,0
7516,245,6235,1443,6,5,11,1,0,0,1,6698,659,34877,-83,9,28,2014,9,38,19,0,0
7517,3157,5226,2785,1,5,13,1,0,0,1,5548,746,109584,121,22,123,2013,9,38,21,23,0
7518,2945,6548,6764,1,6,11,2,0,0,1,4175,571,3165,-79,40,134,2012,1,4,27,0,0
7519,2008,3161,7672,4,5,3,1,0,0,1,2009,96,3834,26,42,19,2010,6,25,22,0,0
7520,1045,0,7502,0,5,3,3,0,0,1,8428,552,2945,-121,45,134,2013,12,48,1,16,36
7521,2394,4625,2211,2,5,3,1,2,0,1,1615,123,92990,110,-7,57,2010,4,14,5,22,0
7522,2119,3629,7041,2,5,3,1,1,0,1,603,374,38006,130,32,65,2008,6,25,22,0,0
7523,1045,0,5154,0,5,3,3,0,0,1,8485,552,3066,-124,43,134,2013,3,10,6,16,3
7524,947,1077,667,6,5,4,1,0,0,1,9529,357,14047,73,34,93,2016,10,39,1,0,0
7525,2301,1016,6193,1,5,3,1,0,0,1,1728,627,456456,-43,-22,17,2010,4,14,6,0,0
7527,2642,1591,3749,6,2,3,2,0,0,1,2200,833,2868,-120,48,134,2010,8,31,5,0,0
7528,1668,49,3960,2,5,11,1,25,0,1,778,178,12520,125,7,98,2008,9,36,6,0,0
7529,2729,5677,4063,4,5,11,1,0,0,1,592,282,8341,77,32,56,2008,6,25,18,0,0
7530,1346,5847,5967,6,6,5,2,0,0,1,6958,571,1233,-75,40,134,2015,6,25,15,20,30
7531,2277,987,4023,6,5,3,2,0,0,1,5095,834,3642,174,-41,87,2013,7,28,14,0,0
7532,1055,6690,6726,6,2,3,1,0,0,1,7730,833,2758,-121,46,134,2015,9,37,12,17,24
7533,2155,846,534,7,5,3,1,0,0,2,4378,39,0,96,28,56,2012,6,22,2,0,0
7534,1515,6303,6572,4,5,11,1,26,0,1,121,852,5004,122,9,98,2007,7,28,11,0,0
7535,2843,1901,2415,6,5,3,2,0,0,1,635,306,1919,-91,42,134,2008,7,28,9,0,0
7536,1045,0,4899,0,5,3,3,0,0,1,8378,552,1795,-122,43,134,2014,2,7,15,17,44
7537,925,4545,7317,6,5,8,1,3,0,1,7214,39,7121,93,27,56,2015,7,29,15,8,0
7538,1684,86,7186,2,5,13,1,0,0,1,5539,595,1123,-98,18,80,2013,9,38,16,0,0
7539,1876,2833,8361,6,5,3,1,0,0,1,2452,807,20806,77,30,56,2010,9,37,19,9,0
7541,3185,5718,4417,1,9,10,1,0,2,1,5732,504,1600,-71,44,134,2013,12,52,28,17,30
7542,2071,3447,4378,1,6,3,0,25,0,1,1622,627,6023699,-43,-22,17,2010,4,14,6,0,0
7543,1507,6686,3691,1,6,13,1,71,4,1,5534,253,21407,-100,17,80,2013,9,38,16,15,30
